 

stn;time;tre200jx;rre150j0;sremaxdv
WAE;20150502;16.6;6.9;11
WAE;20150503;17.7;6.9;1
WAE;20150504;20.1;0.9;9
WAE;20150505;22.4;4.4;5
WAE;20150506;17.2;2.7;49
WAE;20150507;18.2;0.0;56
WAE;20150508;22.3;2.6;64
WAE;20150509;18.4;0.1;28
WAE;20150510;21.1;0.0;92
WAE;20150511;25.0;0.0;96
WAE;20150512;28.1;0.0;85
WAE;20150513;25.5;0.0;80
WAE;20150514;22.0;0.0;49
WAE;20150515;9.4;20.6;0
WAE;20150516;18.4;0.0;41
WAE;20150517;19.7;0.0;53
WAE;20150518;22.9;0.0;86
WAE;20150519;14.9;2.6;0
WAE;20150520;9.6;4.0;0
WAE;20150521;10.4;6.3;0
WAE;20150522;14.5;0.0;10
WAE;20150523;15.5;0.0;3
WAE;20150524;19.3;0.0;33
WAE;20150525;18.9;1.6;11
WAE;20150526;12.7;6.6;0
WAE;20150527;16.1;0.0;89
WAE;20150528;21.8;0.0;91
WAE;20150529;24.5;0.0;58
WAE;20150530;20.1;0.0;29
WAE;20150531;22.0;0.0;75
WAE;20150601;24.0;1.1;56
WAE;20150602;25.1;0.1;70
WAE;20150603;27.5;0.0;86
WAE;20150604;28.2;0.0;97
WAE;20150605;30.7;0.0;97
WAE;20150606;30.4;4.7;66
WAE;20150607;28.5;0.0;87
WAE;20150608;22.8;0.0;32
WAE;20150609;15.1;0.0;0
WAE;20150610;18.5;0.0;0
WAE;20150611;25.7;0.0;81
WAE;20150612;28.9;0.0;70
WAE;20150613;25.6;0.0;62
WAE;20150614;24.5;1.3;34
WAE;20150615;17.7;13.2;0
WAE;20150616;19.8;0.0;0
WAE;20150617;21.9;0.0;72
WAE;20150618;18.9;5.2;2
WAE;20150619;19.1;0.7;22
WAE;20150620;17.0;2.2;6
WAE;20150621;16.6;1.0;6
WAE;20150622;24.0;0.0;42
WAE;20150623;17.3;0.6;9
WAE;20150624;21.5;0.0;100
WAE;20150625;23.9;0.0;88
WAE;20150626;26.0;0.0;90
WAE;20150627;25.4;0.4;45
WAE;20150628;25.3;0.0;91
WAE;20150629;26.6;0.0;55
WAE;20150630;29.8;0.0;99
WAE;20150701;31.5;0.0;99
WAE;20150702;34.3;0.0;92
WAE;20150703;34.2;0.0;74
WAE;20150704;33.9;0.0;92
WAE;20150705;34.3;0.0;88
WAE;20150706;29.4;0.0;74
WAE;20150707;34.1;0.0;75
WAE;20150708;21.9;6.0;14
WAE;20150709;22.3;0.0;30
WAE;20150710;25.5;0.0;99
WAE;20150711;30.6;0.0;90
WAE;20150712;28.7;0.0;87
WAE;20150713;25.4;0.0;30
WAE;20150714;29.1;0.0;88
WAE;20150715;29.4;0.0;96
WAE;20150716;32.4;0.0;96
WAE;20150717;31.8;0.1;57
WAE;20150718;27.1;0.2;37
WAE;20150719;30.7;8.6;59
WAE;20150720;29.7;0.0;96
WAE;20150721;32.0;0.0;100
WAE;20150722;32.9;4.6;60
WAE;20150723;23.6;0.0;11
WAE;20150724;29.9;0.7;70
WAE;20150725;20.6;0.0;13
WAE;20150726;21.5;0.3;50
WAE;20150727;24.3;0.0;48
WAE;20150728;21.8;0.0;8
WAE;20150729;18.2;14.6;1
WAE;20150730;20.7;0.0;24
WAE;20150731;23.1;0.0;80
WAE;20150801;19.9;3.0;11
WAE;20150802;25.6;0.0;67
WAE;20150803;29.2;0.0;100
WAE;20150804;26.6;0.1;53
WAE;20150805;29.6;0.0;96
WAE;20150806;33.1;0.0;99
WAE;20150807;33.7;0.0;65
WAE;20150808;32.8;0.0;90
WAE;20150809;27.2;1.8;36
WAE;20150810;27.0;9.3;52
WAE;20150811;28.5;0.0;70
WAE;20150812;31.1;0.0;94
WAE;20150813;31.9;0.0;91
WAE;20150814;22.8;0.0;4
WAE;20150815;17.8;10.1;0
WAE;20150816;17.9;1.1;0
WAE;20150817;20.2;0.0;11
WAE;20150818;19.6;0.2;6
WAE;20150819;15.4;3.1;0
WAE;20150820;22.0;0.0;84
WAE;20150821;23.7;0.0;100
WAE;20150822;25.0;0.0;99
WAE;20150823;22.7;0.4;26
WAE;20150824;23.9;4.7;27
WAE;20150825;20.7;0.0;65
WAE;20150826;25.8;0.0;99
WAE;20150827;28.2;0.0;90
WAE;20150828;29.7;0.0;92
WAE;20150829;31.0;0.0;100
WAE;20150830;31.7;0.0;99
WAE;20150831;30.1;0.0;99
WAE;20150901;24.3;8.2;26
WAE;20150902;19.9;0.0;24
WAE;20150903;18.3;0.0;4
WAE;20150904;19.3;0.0;46
WAE;20150905;14.7;0.1;0
WAE;20150906;15.1;0.1;6
WAE;20150907;17.2;0.0;90
WAE;20150908;19.4;0.0;100
WAE;20150909;20.1;0.0;88
WAE;20150910;16.4;0.0;42
WAE;20150911;20.0;2.1;51
WAE;20150912;25.9;0.0;92
WAE;20150913;21.0;0.0;30
WAE;20150914;19.0;6.3;34
WAE;20150915;18.1;0.2;7
WAE;20150916;21.3;0.8;42
WAE;20150917;17.5;5.9;19
WAE;20150918;15.4;0.1;4
WAE;20150919;17.4;0.0;52
WAE;20150920;17.9;0.0;44
WAE;20150921;17.2;0.0;67
WAE;20150922;17.2;1.3;11
WAE;20150923;11.4;1.2;0
WAE;20150924;15.8;0.0;50
WAE;20150925;17.5;0.0;91
WAE;20150926;17.9;0.0;68
WAE;20150927;15.5;0.0;0
WAE;20150928;15.0;0.0;41
WAE;20150929;16.0;0.0;98
WAE;20150930;13.1;0.0;22
WAE;20151001;13.9;0.0;57
WAE;20151002;16.1;0.0;67
WAE;20151003;19.4;0.0;83
WAE;20151004;16.6;0.8;64
WAE;20151005;19.4;0.0;48
WAE;20151006;18.5;9.9;36
WAE;20151007;15.5;2.1;0
WAE;20151008;14.6;0.0;6
WAE;20151009;15.2;0.0;26
WAE;20151010;12.0;0.0;0
WAE;20151011;12.5;0.0;0
WAE;20151012;14.3;0.0;41
WAE;20151013;11.8;3.5;0
WAE;20151014;9.6;0.0;21
WAE;20151015;6.1;1.9;0
WAE;20151016;7.0;1.5;3
WAE;20151017;7.3;0.0;0
WAE;20151018;7.5;13.4;0
WAE;20151019;9.5;0.0;2
WAE;20151020;9.3;0.0;47
WAE;20151021;8.5;0.0;8
WAE;20151022;10.9;0.0;45
WAE;20151023;12.9;0.0;10
WAE;20151024;14.7;0.0;71
WAE;20151025;15.3;0.0;37
WAE;20151026;12.6;0.0;43
WAE;20151027;10.2;0.0;15
WAE;20151028;15.2;0.0;66
WAE;20151029;11.6;0.3;2
WAE;20151030;12.7;0.0;22
WAE;20151031;11.9;0.0;30
WAE;20151101;12.2;0.0;62
WAE;20151102;9.2;0.0;24
WAE;20151103;9.3;0.0;8
WAE;20151104;14.8;0.0;94
WAE;20151105;15.5;0.0;99
WAE;20151106;17.1;0.0;87
WAE;20151107;18.2;0.0;97
WAE;20151108;17.5;0.0;99
WAE;20151109;20.3;0.0;58
WAE;20151110;16.4;0.0;91
WAE;20151111;12.7;0.0;66
WAE;20151112;7.2;0.0;0
WAE;20151113;11.8;0.0;91
WAE;20151114;11.1;0.0;33
WAE;20151115;14.4;0.0;20
WAE;20151116;15.4;0.0;80
WAE;20151117;15.0;0.0;12
WAE;20151118;16.4;0.0;87
WAE;20151119;15.7;0.0;67
WAE;20151120;15.7;14.0;0
WAE;20151121;6.0;4.8;13
WAE;20151122;3.2;0.4;2
WAE;20151123;3.1;0.2;33
WAE;20151124;2.2;0.0;97
WAE;20151125;3.0;3.9;0
WAE;20151126;3.4;0.9;0
WAE;20151127;2.9;0.0;12
WAE;20151128;2.8;3.3;0
WAE;20151129;6.3;0.6;0
WAE;20151130;12.0;0.0;23
WAE;20151201;10.5;0.0;3
WAE;20151202;8.0;0.0;94
WAE;20151203;2.7;0.0;0
WAE;20151204;6.3;0.8;16
WAE;20151205;6.0;0.0;0
WAE;20151206;5.9;0.0;29
WAE;20151207;7.9;0.0;99
WAE;20151208;3.6;0.0;0
WAE;20151209;8.0;5.8;0
WAE;20151210;2.3;0.0;0
WAE;20151211;6.4;0.0;92
WAE;20151212;8.2;0.0;98
WAE;20151213;6.3;0.0;82
WAE;20151214;2.8;0.0;37
WAE;20151215;4.7;0.0;18
WAE;20151216;8.8;1.5;6
WAE;20151217;11.2;0.0;99
WAE;20151218;9.8;0.1;2
WAE;20151219;10.1;0.0;98
WAE;20151220;7.9;0.0;62
WAE;20151221;9.3;6.2;0
WAE;20151222;9.9;0.0;86
WAE;20151223;11.0;0.0;76
WAE;20151224;9.4;0.0;55
WAE;20151225;10.7;0.0;99
WAE;20151226;9.8;0.0;99
WAE;20151227;8.3;0.0;98
WAE;20151228;1.6;0.0;0
WAE;20151229;5.9;0.0;48
WAE;20151230;2.7;0.0;0
WAE;20151231;6.2;1.6;0
WAE;20160101;6.0;0.0;8
WAE;20160102;5.8;6.6;0
WAE;20160103;5.8;0.3;11
WAE;20160104;4.4;9.6;2
WAE;20160105;7.0;0.0;51
WAE;20160106;6.2;0.0;34
WAE;20160107;3.5;7.9;0
WAE;20160108;5.4;6.3;0
WAE;20160109;7.4;5.3;0
WAE;20160110;6.7;10.7;0
WAE;20160111;8.9;4.0;8
WAE;20160112;7.0;1.5;3
WAE;20160113;3.8;4.6;0
WAE;20160114;0.9;0.7;0
WAE;20160115;2.8;0.0;0
WAE;20160116;0.6;0.8;5
WAE;20160117;0.1;1.8;2
WAE;20160118;-4.8;0.0;74
WAE;20160119;-0.8;0.2;0
WAE;20160120;1.4;0.9;0
WAE;20160121;1.1;0.0;53
WAE;20160122;1.1;0.0;62
WAE;20160123;6.3;0.3;23
WAE;20160124;4.7;0.0;2
WAE;20160125;8.8;0.0;99
WAE;20160126;10.2;0.0;71
WAE;20160127;9.9;0.0;24
WAE;20160128;10.9;0.0;7
WAE;20160129;10.0;0.1;36
WAE;20160130;10.8;0.0;62
WAE;20160131;6.8;12.9;0
WAE;20160201;14.7;0.0;16
WAE;20160202;12.0;0.0;84
WAE;20160203;7.3;22.5;0
WAE;20160204;4.6;0.8;0
WAE;20160205;7.8;0.0;39
WAE;20160206;11.1;0.0;95
WAE;20160207;8.8;2.3;3
WAE;20160208;10.8;0.0;32
WAE;20160209;13.7;1.8;0
WAE;20160210;4.3;1.1;6
WAE;20160211;5.3;0.0;83
WAE;20160212;5.0;0.2;49
WAE;20160213;7.0;2.5;30
WAE;20160214;7.6;5.4;18
WAE;20160215;4.8;3.0;0
WAE;20160216;2.5;0.0;0
WAE;20160217;2.9;0.0;0
WAE;20160218;6.8;0.0;41
WAE;20160219;2.6;0.8;0
WAE;20160220;2.6;5.4;0
WAE;20160221;16.1;0.0;42
WAE;20160222;17.0;0.0;64
WAE;20160223;10.3;7.5;3
WAE;20160224;4.9;0.8;50
WAE;20160225;1.7;11.1;0
WAE;20160226;4.6;0.0;10
WAE;20160227;5.2;0.0;37
WAE;20160228;5.4;0.0;1
WAE;20160229;3.3;4.3;0
WAE;20160301;4.9;0.7;21
WAE;20160302;7.9;9.3;11
WAE;20160303;3.8;2.2;4
WAE;20160304;5.1;0.0;18
WAE;20160305;3.7;13.0;0
WAE;20160306;5.3;0.4;25
WAE;20160307;5.5;0.0;63
WAE;20160308;2.4;4.1;12
WAE;20160309;5.6;0.0;82
WAE;20160310;8.7;0.0;98
WAE;20160311;7.9;0.0;36
WAE;20160312;6.0;0.0;0
WAE;20160313;6.5;0.0;0
WAE;20160314;5.3;0.0;0
WAE;20160315;6.6;3.0;27
WAE;20160316;6.3;0.0;19
WAE;20160317;11.4;0.0;97
WAE;20160318;13.7;0.0;99
WAE;20160319;14.4;0.0;98
WAE;20160320;10.3;0.0;56
WAE;20160321;7.0;0.0;0
WAE;20160322;10.9;0.0;49
WAE;20160323;7.8;0.4;7
WAE;20160324;10.1;0.0;34
WAE;20160325;7.8;6.3;0
WAE;20160326;14.9;0.0;83
WAE;20160327;12.0;0.3;9
WAE;20160328;13.9;0.0;58
WAE;20160329;14.2;1.7;33
WAE;20160330;16.7;0.0;19
WAE;20160331;22.4;0.0;72
WAE;20160401;13.5;0.0;6
WAE;20160402;15.5;0.0;29
WAE;20160403;21.0;0.0;45
WAE;20160404;20.0;0.0;88
WAE;20160405;18.0;0.0;52
WAE;20160406;14.2;1.1;23
WAE;20160407;11.4;0.0;0
WAE;20160408;7.7;2.7;0
WAE;20160409;8.7;0.0;0
WAE;20160410;16.5;0.0;89
WAE;20160411;19.6;0.0;85
WAE;20160412;19.4;0.0;77
WAE;20160413;13.1;4.2;20
WAE;20160414;13.7;1.4;45
WAE;20160415;13.5;1.9;7
WAE;20160416;15.3;6.2;15
WAE;20160417;11.7;11.0;0
WAE;20160418;6.0;11.9;0
WAE;20160419;13.9;0.0;58
WAE;20160420;17.9;0.0;100
WAE;20160421;20.2;0.0;93
WAE;20160422;19.9;0.0;68
WAE;20160423;13.5;14.1;0
WAE;20160424;6.6;2.5;24
WAE;20160425;7.8;0.1;24
WAE;20160426;10.8;0.9;4
WAE;20160427;8.6;1.4;28
WAE;20160428;11.5;0.0;61
WAE;20160429;15.0;0.0;98
WAE;20160430;17.5;0.0;57
WAE;20160501;6.4;5.4;0
WAE;20160502;13.6;0.1;9
WAE;20160503;14.1;14.0;14
WAE;20160504;15.1;0.0;81
WAE;20160505;19.9;0.0;100
WAE;20160506;22.2;0.0;99
WAE;20160507;23.6;0.0;88
WAE;20160508;23.3;0.0;91
WAE;20160509;22.4;0.0;34
WAE;20160510;22.8;0.0;52
WAE;20160511;20.4;0.0;25
WAE;20160512;11.8;28.3;0
WAE;20160513;11.7;20.3;0
WAE;20160514;14.8;9.9;12
WAE;20160515;12.1;0.0;10
WAE;20160516;11.9;0.3;5
WAE;20160517;15.4;0.0;15
WAE;20160518;19.7;0.0;68
WAE;20160519;12.1;2.5;1
WAE;20160520;18.4;0.0;76
WAE;20160521;23.7;0.0;86
WAE;20160522;27.0;0.0;80
WAE;20160523;9.8;8.6;0
WAE;20160524;14.4;0.0;30
WAE;20160525;20.6;0.0;64
WAE;20160526;24.8;0.0;82
WAE;20160527;26.2;1.5;64
WAE;20160528;21.9;1.9;28
WAE;20160529;16.3;11.1;0
WAE;20160530;20.8;0.0;33
WAE;20160531;19.1;0.0;15
WAE;20160601;19.1;0.0;17
WAE;20160602;17.7;0.8;4
WAE;20160603;19.0;2.8;13
WAE;20160604;18.8;0.9;7
WAE;20160605;19.3;0.0;24
WAE;20160606;24.3;0.0;80
WAE;20160607;25.1;0.0;50
WAE;20160608;16.2;36.2;0
WAE;20160609;20.1;0.2;31
WAE;20160610;23.8;0.0;89
WAE;20160611;19.6;5.9;17
WAE;20160612;19.9;0.3;20
WAE;20160613;18.5;8.7;10
WAE;20160614;18.1;2.5;6
WAE;20160615;18.8;3.7;19
WAE;20160616;15.2;4.6;0
WAE;20160617;19.2;0.6;44
WAE;20160618;19.8;0.0;41
WAE;20160619;15.6;4.5;5
WAE;20160620;21.8;0.0;63
WAE;20160621;18.8;0.5;9
WAE;20160622;29.4;0.0;92
WAE;20160623;31.9;0.0;100
WAE;20160624;31.6;0.0;71
WAE;20160625;23.5;4.6;8
WAE;20160626;20.3;0.0;10
WAE;20160627;22.2;0.0;70
WAE;20160628;24.8;0.0;84
WAE;20160629;26.1;0.0;69
WAE;20160630;22.9;0.0;24
WAE;20160701;26.1;0.0;77
WAE;20160702;19.2;9.8;0
WAE;20160703;22.1;0.0;46
WAE;20160704;25.2;0.0;96
WAE;20160705;25.0;0.0;66
WAE;20160706;23.6;0.0;43
WAE;20160707;26.5;0.0;93
WAE;20160708;29.0;0.0;48
WAE;20160709;27.9;0.0;72
WAE;20160710;30.9;0.0;98
WAE;20160711;28.5;0.1;41
WAE;20160712;18.7;15.9;0
WAE;20160713;16.1;12.8;0
WAE;20160714;14.1;5.4;2
WAE;20160715;17.7;0.0;13
WAE;20160716;21.0;0.0;95
WAE;20160717;26.3;0.0;100
WAE;20160718;29.0;0.0;99
WAE;20160719;30.1;0.0;100
WAE;20160720;31.7;0.0;96
WAE;20160721;26.8;1.4;27
WAE;20160722;22.9;1.9;15
WAE;20160723;23.9;0.0;31
WAE;20160724;26.5;0.0;59
WAE;20160725;25.6;0.0;29
WAE;20160726;27.2;0.0;70
WAE;20160727;23.6;2.1;25
WAE;20160728;25.7;0.0;70
WAE;20160729;27.1;0.0;77
WAE;20160730;29.5;0.0;72
WAE;20160731;23.4;11.7;16
WAE;20160801;23.0;0.0;54
WAE;20160802;23.9;0.0;11
WAE;20160803;28.1;0.0;92
WAE;20160804;28.0;0.0;69
WAE;20160805;17.7;3.7;0
WAE;20160806;22.4;0.0;50
WAE;20160807;24.9;0.0;100
WAE;20160808;26.9;0.0;96
WAE;20160809;18.1;7.0;0
WAE;20160810;16.5;5.3;9
WAE;20160811;19.1;0.0;76
WAE;20160812;20.8;0.0;41
WAE;20160813;26.0;0.0;100
WAE;20160814;28.1;0.0;98
WAE;20160815;27.9;0.0;83
WAE;20160816;28.3;0.8;88
WAE;20160817;24.3;2.9;39
WAE;20160818;22.8;32.3;28
WAE;20160819;23.9;0.0;43
WAE;20160820;21.4;0.6;12
WAE;20160821;19.8;0.6;26
WAE;20160822;21.7;0.0;99
WAE;20160823;26.0;0.0;100
WAE;20160824;27.6;0.0;100
WAE;20160825;29.5;0.0;100
WAE;20160826;31.3;0.0;100
WAE;20160827;30.8;0.0;94
WAE;20160828;30.5;0.0;86
WAE;20160829;20.5;1.8;0
WAE;20160830;23.9;0.0;52
WAE;20160831;26.8;0.0;82
WAE;20160901;25.5;0.0;25
WAE;20160902;25.8;0.0;91
WAE;20160903;26.2;0.0;56
WAE;20160904;23.9;6.4;10
WAE;20160905;17.0;16.7;2
WAE;20160906;22.1;0.0;88
WAE;20160907;23.3;0.0;100
WAE;20160908;26.5;0.0;99
WAE;20160909;26.5;0.0;99
WAE;20160910;26.0;0.0;94
WAE;20160911;26.5;0.0;93
WAE;20160912;27.5;0.0;97
WAE;20160913;27.0;0.0;98
WAE;20160914;27.1;0.0;95
WAE;20160915;20.8;0.0;6
WAE;20160916;18.4;0.2;4
WAE;20160917;17.2;1.4;12
WAE;20160918;16.1;2.7;0
WAE;20160919;16.3;7.3;5
WAE;20160920;16.0;0.0;12
WAE;20160921;16.1;0.0;7
WAE;20160922;17.9;0.0;48
WAE;20160923;19.0;0.0;47
WAE;20160924;20.1;0.0;64
WAE;20160925;21.8;0.0;94
WAE;20160926;20.5;0.0;70
WAE;20160927;19.5;0.0;51
WAE;20160928;21.0;0.0;94
WAE;20160929;23.4;0.0;97
WAE;20160930;22.4;0.0;95
WAE;20161001;20.0;0.0;30
WAE;20161002;14.1;9.5;1
WAE;20161003;15.4;0.0;61
WAE;20161004;16.2;0.0;83
WAE;20161005;11.3;0.0;4
WAE;20161006;12.6;0.0;81
WAE;20161007;12.2;0.1;31
WAE;20161008;9.4;2.6;0
WAE;20161009;10.5;0.1;3
WAE;20161010;9.8;0.0;25
WAE;20161011;10.7;1.0;14
WAE;20161012;11.1;0.0;68
WAE;20161013;9.1;0.0;2
WAE;20161014;11.4;0.1;10
WAE;20161015;15.6;2.3;28
WAE;20161016;13.6;0.0;45
WAE;20161017;14.6;2.5;2
WAE;20161018;15.1;0.4;15
WAE;20161019;12.4;0.0;14
WAE;20161020;12.4;0.0;62
WAE;20161021;8.8;4.0;0
WAE;20161022;10.7;0.0;93
WAE;20161023;8.8;3.6;1
WAE;20161024;14.5;0.0;44
WAE;20161025;13.5;7.0;0
WAE;20161026;12.4;15.4;0
WAE;20161027;12.9;0.0;49
WAE;20161028;11.5;0.0;65
WAE;20161029;8.9;0.0;27
WAE;20161030;11.1;0.0;42
WAE;20161031;8.9;0.0;0
WAE;20161101;12.0;0.0;65
WAE;20161102;12.3;0.0;0
WAE;20161103;9.9;0.0;83
WAE;20161104;11.1;0.0;81
WAE;20161105;12.6;6.0;1
WAE;20161106;4.7;6.8;0
WAE;20161107;5.0;0.0;18
WAE;20161108;3.8;0.3;31
WAE;20161109;5.3;1.1;6
WAE;20161110;7.5;5.1;10
WAE;20161111;4.9;6.0;2
WAE;20161112;5.5;0.1;26
WAE;20161113;4.5;0.0;0
WAE;20161114;3.0;0.0;0
WAE;20161115;6.4;0.0;15
WAE;20161116;9.4;1.7;5
WAE;20161117;11.1;0.5;29
WAE;20161118;10.8;8.0;0
WAE;20161119;7.8;5.7;6
WAE;20161120;9.3;0.0;61
WAE;20161121;20.5;0.0;1
WAE;20161122;10.4;0.0;19
WAE;20161123;11.8;0.0;0
WAE;20161124;9.7;0.0;0
WAE;20161125;6.9;0.2;0
WAE;20161126;7.7;0.0;0
WAE;20161127;7.9;0.0;0
WAE;20161128;3.8;0.0;2
WAE;20161129;0.5;0.0;0
WAE;20161130;4.2;0.0;97
WAE;20161201;5.6;0.0;78
WAE;20161202;3.9;0.0;99
WAE;20161203;3.5;0.0;1
WAE;20161204;3.3;0.0;62
WAE;20161205;1.4;0.0;34
WAE;20161206;6.0;0.0;74
WAE;20161207;0.8;0.0;0
WAE;20161208;3.8;0.0;63
WAE;20161209;5.1;0.0;59
WAE;20161210;5.9;0.0;85
WAE;20161211;5.3;0.0;26
WAE;20161212;7.0;0.0;89
WAE;20161213;1.3;0.0;0
WAE;20161214;1.8;0.0;24
WAE;20161215;0.5;0.0;0
WAE;20161216;-0.3;0.0;0
WAE;20161217;0.4;0.0;0
WAE;20161218;2.1;0.0;43
WAE;20161219;3.7;0.0;26
WAE;20161220;1.2;0.0;0
WAE;20161221;0.7;0.0;0
WAE;20161222;1.3;0.0;5
WAE;20161223;4.7;0.0;3
WAE;20161224;7.8;0.0;8
WAE;20161225;8.7;0.0;5
WAE;20161226;8.4;0.0;74
WAE;20161227;5.5;0.0;10
WAE;20161228;3.2;0.0;66
WAE;20161229;1.0;0.0;40
WAE;20161230;-0.8;0.0;0
WAE;20161231;-1.8;0.0;0
WAE;20170101;-1.2;0.0;1
WAE;20170102;1.4;0.0;28
WAE;20170103;-1.4;0.0;2
WAE;20170104;1.6;3.2;0
WAE;20170105;-0.8;5.2;0
WAE;20170106;-4.5;0.0;75
WAE;20170107;-4.7;0.0;6
WAE;20170108;0.3;1.5;0
WAE;20170109;0.4;0.0;6
WAE;20170110;-0.6;3.8;0
WAE;20170111;3.9;0.0;9
WAE;20170112;5.9;0.0;0
WAE;20170113;1.8;4.9;10
WAE;20170114;0.8;2.6;0
WAE;20170115;-0.2;0.2;7
WAE;20170116;-1.8;0.3;3
WAE;20170117;-3.3;0.0;0
WAE;20170118;-3.7;0.0;30
WAE;20170119;-4.5;0.0;0
WAE;20170120;-4.8;0.0;0
WAE;20170121;-4.8;0.0;0
WAE;20170122;-4.8;0.0;0
WAE;20170123;-5.1;0.0;0
WAE;20170124;-4.8;0.0;0
WAE;20170125;-5.3;0.0;0
WAE;20170126;-5.6;0.0;0
WAE;20170127;0.6;0.0;74
WAE;20170128;4.9;0.0;77
WAE;20170129;6.1;0.0;100
WAE;20170130;4.2;1.1;0
WAE;20170131;5.5;20.7;0
WAE;20170201;8.9;3.6;32
WAE;20170202;6.9;0.0;63
WAE;20170203;8.1;0.6;39
WAE;20170204;7.7;0.0;6
WAE;20170205;4.5;2.7;0
WAE;20170206;3.3;1.7;20
WAE;20170207;4.0;1.1;5
WAE;20170208;3.5;0.7;0
WAE;20170209;0.9;0.0;0
WAE;20170210;3.4;0.0;9
WAE;20170211;3.5;0.0;42
WAE;20170212;5.4;0.0;54
WAE;20170213;2.9;0.0;0
WAE;20170214;6.2;0.0;59
WAE;20170215;10.2;0.0;83
WAE;20170216;11.8;0.0;99
WAE;20170217;6.3;14.0;0
WAE;20170218;7.7;0.0;56
WAE;20170219;8.8;0.0;80
WAE;20170220;10.8;0.0;43
WAE;20170221;10.3;2.9;0
WAE;20170222;14.1;0.0;28
WAE;20170223;18.6;0.0;85
WAE;20170224;6.2;3.3;23
WAE;20170225;7.2;0.0;94
WAE;20170226;11.1;0.0;45
WAE;20170227;13.4;0.0;92
WAE;20170228;7.3;9.1;12
WAE;20170301;8.4;0.5;7
WAE;20170302;10.3;3.1;28
WAE;20170303;12.1;0.0;66
WAE;20170304;18.1;0.0;54
WAE;20170305;9.7;3.5;58
WAE;20170306;6.8;7.2;0
WAE;20170307;5.8;0.3;6
WAE;20170308;7.2;1.0;30
WAE;20170309;9.8;9.7;0
WAE;20170310;13.0;0.0;89
WAE;20170311;13.2;0.0;87
WAE;20170312;13.7;0.0;99
WAE;20170313;14.1;0.0;89
WAE;20170314;15.1;0.0;98
WAE;20170315;16.1;0.0;97
WAE;20170316;16.8;0.0;97
WAE;20170317;19.7;0.0;92
WAE;20170318;9.5;21.2;0
WAE;20170319;16.5;0.0;21
WAE;20170320;15.1;0.0;38
WAE;20170321;13.2;0.0;6
WAE;20170322;6.9;0.1;0
WAE;20170323;16.9;0.0;89
WAE;20170324;13.0;0.0;16
WAE;20170325;13.6;0.0;84
WAE;20170326;11.6;0.0;6
WAE;20170327;16.2;0.0;99
WAE;20170328;18.2;0.0;94
WAE;20170329;18.6;0.0;98
WAE;20170330;20.2;0.0;98
WAE;20170331;20.4;0.0;81
WAE;20170401;18.5;0.0;65
WAE;20170402;16.1;0.0;13
WAE;20170403;17.6;0.0;59
WAE;20170404;15.0;0.0;34
WAE;20170405;14.1;0.0;30
WAE;20170406;12.6;0.0;49
WAE;20170407;16.3;0.0;97
WAE;20170408;19.4;0.0;98
WAE;20170409;22.2;0.0;99
WAE;20170410;23.4;0.0;85
WAE;20170411;14.5;0.0;23
WAE;20170412;19.6;0.0;92
WAE;20170413;18.5;0.0;78
WAE;20170414;13.8;0.0;16
WAE;20170415;15.1;0.0;5
WAE;20170416;8.9;-;0
WAE;20170417;12.0;-;3
WAE;20170418;8.7;-;39
WAE;20170419;5.9;0.7;18
WAE;20170420;7.3;0.0;78
WAE;20170421;12.5;0.0;100
WAE;20170422;15.8;0.0;73
WAE;20170423;13.3;0.0;62
WAE;20170424;18.7;0.0;95
WAE;20170425;13.9;9.7;2
WAE;20170426;4.3;6.8;0
WAE;20170427;4.1;8.1;0
WAE;20170428;6.7;13.5;3
WAE;20170429;12.4;0.0;99
WAE;20170430;18.4;0.0;95
WAE;20170501;8.2;3.8;0
WAE;20170502;14.1;0.0;55
WAE;20170503;14.3;0.0;39
WAE;20170504;13.8;1.1;30
WAE;20170505;18.1;0.0;94
WAE;20170506;17.1;9.8;7
WAE;20170507;13.3;0.9;0
WAE;20170508;11.4;0.8;1
WAE;20170509;13.1;0.0;23
WAE;20170510;19.6;0.0;92
WAE;20170511;22.1;0.0;32
WAE;20170512;20.5;4.6;42
WAE;20170513;21.5;0.0;59
WAE;20170514;18.1;4.6;20
WAE;20170515;21.7;0.3;76
WAE;20170516;24.1;0.0;100
WAE;20170517;26.4;0.0;98
WAE;20170518;24.1;0.0;33
WAE;20170519;14.7;6.3;0
WAE;20170520;14.9;0.0;32
WAE;20170521;19.9;0.0;81
WAE;20170522;24.9;0.0;98
WAE;20170523;26.2;0.0;61
WAE;20170524;23.2;0.0;48
WAE;20170525;23.8;0.0;98
WAE;20170526;25.8;0.0;100
WAE;20170527;28.4;0.0;97
WAE;20170528;30.3;0.0;86
WAE;20170529;30.3;0.0;93
WAE;20170530;28.5;0.0;79
WAE;20170531;26.1;0.0;63
WAE;20170601;24.2;0.0;62
WAE;20170602;25.9;4.0;51
WAE;20170603;27.0;1.3;70
WAE;20170604;20.7;1.4;31
WAE;20170605;16.4;2.2;4
WAE;20170606;16.7;4.9;21
WAE;20170607;18.0;0.0;73
WAE;20170608;23.5;0.0;98
WAE;20170609;22.8;0.0;31
WAE;20170610;25.1;0.0;75
WAE;20170611;30.5;0.0;97
WAE;20170612;27.6;0.0;17
WAE;20170613;27.2;0.0;68
WAE;20170614;25.4;0.0;27
